,date,day_quarter,kwh
27431,10/2016,1.0,10074317140.0
27432,10/2016,1.0,10074968593.0
27433,10/2016,1.0,10075620093.0
27434,10/2016,1.0,10076271645.0
27435,10/2016,1.0,10076923253.0
27436,10/2016,1.0,10077574919.0
27437,10/2016,1.0,10078226647.0
27438,10/2016,1.0,10078878437.0
27439,10/2016,1.0,10079530288.0
27440,10/2016,1.0,10080182202.0
27441,10/2016,1.0,10080834181.0
27442,10/2016,1.0,10081486224.0
27443,10/2016,1.0,10082138327.0
27444,10/2016,1.0,10082790488.0
27445,10/2016,1.0,10083442707.0
27446,10/2016,1.0,10084094980.0
27447,10/2016,2.0,10084747306.0
27448,10/2016,2.0,10085399680.0
27449,10/2016,2.0,10086052102.0
27450,10/2016,2.0,10086704571.0
27451,10/2016,2.0,10087357088.0
27452,10/2016,2.0,10088009660.0
27453,10/2016,2.0,10088662291.0
27454,10/2016,2.0,10089314986.0
27455,10/2016,2.0,10089967745.0
27456,10/2016,2.0,10090620564.0
27457,10/2016,2.0,10091273446.0
27458,10/2016,2.0,10091926387.0
27459,10/2016,2.0,10092579388.0
27460,10/2016,2.0,10093232448.0
27461,10/2016,2.0,10093885569.0
27462,10/2016,2.0,10094538752.0
27463,10/2016,2.0,10095191995.0
27464,10/2016,3.0,10095845296.0
27465,10/2016,3.0,10096498655.0
27466,10/2016,3.0,10097152071.0
27467,10/2016,3.0,10097805540.0
27468,10/2016,3.0,10098459060.0
27469,10/2016,3.0,10099112629.0
27470,10/2016,3.0,10099766249.0
27471,10/2016,3.0,10100419916.0
27472,10/2016,3.0,10101073628.0
27473,10/2016,3.0,10101727381.0
27474,10/2016,3.0,10102381171.0
27475,10/2016,3.0,10103034992.0
27476,10/2016,3.0,10103688840.0
27477,10/2016,3.0,10104342714.0
27478,10/2016,1.0,10104996614.0
27479,10/2016,1.0,10105650546.0
27480,10/2016,1.0,10106304513.0
27481,10/2016,1.0,10106958518.0
27482,10/2016,1.0,10107612563.0
27483,10/2016,1.0,10108266651.0
27484,10/2016,1.0,10108920785.0
27485,10/2016,1.0,10109574967.0
27486,10/2016,1.0,10110229200.0
27487,10/2016,1.0,10110883484.0
27488,10/2016,1.0,10111537819.0
27489,10/2016,1.0,10112192206.0
27490,10/2016,1.0,10112846646.0
27491,10/2016,1.0,10113501149.0
27492,10/2016,1.0,10114155716.0
27493,10/2016,1.0,10114810347.0
27494,10/2016,1.0,10115465043.0
27495,10/2016,1.0,10116119802.0
27496,10/2016,1.0,10116774626.0
27497,10/2016,1.0,10117429515.0
27498,10/2016,1.0,10118084466.0
27499,10/2016,2.0,10118739472.0
27500,10/2016,2.0,10119394533.0
27501,10/2016,2.0,10120049649.0
27502,10/2016,2.0,10120704819.0
27503,10/2016,2.0,10121360048.0
27504,10/2016,2.0,10122015337.0
27505,10/2016,2.0,10122670688.0
27506,10/2016,2.0,10123326103.0
27507,10/2016,2.0,10123981580.0
27508,10/2016,2.0,10124637119.0
27509,10/2016,2.0,10125292723.0
27510,10/2016,2.0,10125948391.0
27511,10/2016,2.0,10126604122.0
27512,10/2016,2.0,10127259917.0
27513,10/2016,2.0,10127915770.0
27514,10/2016,2.0,10128571682.0
27515,10/2016,2.0,10129227653.0
27516,10/2016,3.0,10129883683.0
27517,10/2016,3.0,10130539769.0
27518,10/2016,3.0,10131195908.0
27519,10/2016,3.0,10131852098.0
27520,10/2016,3.0,10132508335.0
27521,10/2016,3.0,10133164616.0
27522,10/2016,3.0,10133820942.0
27523,10/2016,3.0,10134477310.0
27524,10/2016,3.0,10135133718.0
27525,10/2016,3.0,10135790159.0
27526,10/2016,1.0,10136446643.0
27527,10/2016,1.0,10137103156.0
27528,10/2016,1.0,10137759672.0
27529,10/2016,1.0,10138416200.0
27530,10/2016,1.0,10139072767.0
27531,10/2016,1.0,10139729383.0
27532,10/2016,1.0,10140386048.0
27533,10/2016,1.0,10141042764.0
27534,10/2016,1.0,10141699536.0
27535,10/2016,1.0,10142356369.0
27536,10/2016,1.0,10143013264.0
27537,10/2016,1.0,10143670225.0
27538,10/2016,1.0,10144327253.0
27539,10/2016,1.0,10144984344.0
27540,10/2016,1.0,10145641500.0
27541,10/2016,1.0,10146298723.0
27542,10/2016,1.0,10146956015.0
27543,10/2016,1.0,10147613372.0
27544,10/2016,1.0,10148270794.0
27545,10/2016,1.0,10148928282.0
27546,10/2016,1.0,10149585836.0
27547,10/2016,2.0,10150243451.0
27548,10/2016,2.0,10150901122.0
27549,10/2016,2.0,10151558850.0
27550,10/2016,2.0,10152216634.0
27551,10/2016,2.0,10152874476.0
27552,10/2016,2.0,10153532376.0
27553,10/2016,2.0,10154190337.0
27554,10/2016,2.0,10154848360.0
27555,10/2016,2.0,10155506444.0
27556,10/2016,2.0,10156164594.0
27557,10/2016,2.0,10156822808.0
27558,10/2016,2.0,10157481083.0
27559,10/2016,2.0,10158139419.0
27560,10/2016,2.0,10158797818.0
27561,10/2016,2.0,10159456279.0
27562,10/2016,2.0,10160114802.0
27563,10/2016,2.0,10160773388.0
27564,10/2016,2.0,10161432037.0
27565,10/2016,3.0,10162090747.0
27566,10/2016,3.0,10162749511.0
27567,10/2016,3.0,10163408328.0
27568,10/2016,3.0,10164067195.0
27569,10/2016,3.0,10164726109.0
27570,10/2016,3.0,10165385068.0
27571,10/2016,3.0,10166044073.0
27572,10/2016,3.0,10166703123.0
27573,10/2016,3.0,10167362215.0
27574,10/2016,3.0,10168021347.0
27575,10/2016,2.0,10168680509.0
27576,10/2016,2.0,10169339696.0
27577,10/2016,1.0,10169998914.0
27578,10/2016,1.0,10170658171.0
27579,10/2016,1.0,10171317467.0
27580,10/2016,1.0,10171976808.0
27581,10/2016,1.0,10172636196.0
27582,10/2016,1.0,10173295636.0
27583,10/2016,1.0,10173955129.0
27584,10/2016,1.0,10174614679.0
27585,10/2016,1.0,10175274290.0
27586,10/2016,1.0,10175933967.0
27587,10/2016,1.0,10176593706.0
27588,10/2016,1.0,10177253507.0
27589,10/2016,1.0,10177913370.0
27590,10/2016,1.0,10178573296.0
27591,10/2016,1.0,10179233285.0
27592,10/2016,1.0,10179893336.0
27593,10/2016,1.0,10180553447.0
27594,10/2016,1.0,10181213613.0
27595,10/2016,1.0,10181873837.0
27596,10/2016,1.0,10182534118.0
27597,10/2016,1.0,10183194454.0
27598,10/2016,2.0,10183854841.0
27599,10/2016,2.0,10184515281.0
27600,10/2016,2.0,10185175772.0
27601,10/2016,2.0,10185836313.0
27602,10/2016,2.0,10186496907.0
27603,10/2016,2.0,10187157558.0
27604,10/2016,2.0,10187818267.0
27605,10/2016,2.0,10188479035.0
27606,10/2016,2.0,10189139862.0
27607,10/2016,2.0,10189800751.0
27608,10/2016,2.0,10190461700.0
27609,10/2016,2.0,10191122708.0
27610,10/2016,2.0,10191783770.0
27611,10/2016,2.0,10192444888.0
27612,10/2016,2.0,10193106062.0
27613,10/2016,2.0,10193767292.0
27614,10/2016,2.0,10194428576.0
27615,10/2016,3.0,10195089915.0
27616,10/2016,3.0,10195751307.0
27617,10/2016,3.0,10196412748.0
27618,10/2016,3.0,10197074236.0
27619,10/2016,3.0,10197735771.0
27620,10/2016,3.0,10198397354.0
27621,10/2016,3.0,10199058985.0
27622,10/2016,3.0,10199720660.0
27623,10/2016,1.0,10200382362.0
27624,10/2016,1.0,10201044093.0
27625,10/2016,1.0,10201705858.0
27626,10/2016,1.0,10202367663.0
27627,10/2016,1.0,10203029508.0
27628,10/2016,1.0,10203691392.0
27629,10/2016,1.0,10204353321.0
27630,10/2016,1.0,10205015293.0
27631,10/2016,1.0,10205677310.0
27632,10/2016,1.0,10206339370.0
27633,10/2016,1.0,10207001473.0
27634,10/2016,1.0,10207663619.0
27635,10/2016,1.0,10208325813.0
27636,10/2016,1.0,10208988053.0
27637,10/2016,1.0,10209650333.0
27638,10/2016,2.0,10210312654.0
27639,10/2016,2.0,10210975011.0
27640,10/2016,2.0,10211637402.0
27641,10/2016,2.0,10212299828.0
27642,10/2016,2.0,10212962294.0
27643,10/2016,2.0,10213624797.0
27644,10/2016,2.0,10214287339.0
27645,10/2016,2.0,10214949919.0
27646,10/2016,2.0,10215612539.0
27647,10/2016,1.0,10216275165.0
27648,10/2016,1.0,10216937821.0
27649,10/2016,1.0,10217600510.0
27650,10/2016,1.0,10218263237.0
27651,10/2016,1.0,10218926008.0
27652,10/2016,1.0,10219588823.0
27653,10/2016,1.0,10220251685.0
27654,10/2016,1.0,10220914597.0
27655,10/2016,1.0,10221577561.0
27656,10/2016,1.0,10222240579.0
27657,10/2016,1.0,10222903653.0
27658,10/2016,1.0,10223566780.0
27659,10/2016,1.0,10224229962.0
27660,10/2016,1.0,10224893201.0
27661,10/2016,1.0,10225556496.0
27662,10/2016,1.0,10226219846.0
27663,10/2016,1.0,10226883253.0
27664,10/2016,1.0,10227546716.0
27665,10/2016,1.0,10228210235.0
27666,10/2016,1.0,10228873809.0
27667,10/2016,2.0,10229537438.0
27668,10/2016,2.0,10230201121.0
27669,10/2016,2.0,10230864854.0
27670,10/2016,2.0,10231528635.0
27671,10/2016,2.0,10232192467.0
27672,10/2016,2.0,10232856353.0
27673,10/2016,2.0,10233520296.0
27674,10/2016,2.0,10234184295.0
27675,10/2016,2.0,10234848350.0
27676,10/2016,2.0,10235512461.0
27677,10/2016,2.0,10236176633.0
27678,10/2016,2.0,10236840864.0
27679,10/2016,2.0,10237505149.0
27680,10/2016,2.0,10238169490.0
27681,10/2016,2.0,10238833888.0
27682,10/2016,2.0,10239498343.0
27683,10/2016,2.0,10240162851.0
27684,10/2016,3.0,10240827411.0
27685,10/2016,3.0,10241492020.0
27686,10/2016,3.0,10242156677.0
27687,10/2016,3.0,10242821382.0
27688,10/2016,3.0,10243486136.0
27689,10/2016,3.0,10244150939.0
27690,10/2016,3.0,10244815785.0
27691,10/2016,3.0,10245480670.0
27692,10/2016,3.0,10246145590.0
27693,10/2016,3.0,10246810543.0
27694,10/2016,1.0,10247475530.0
27695,10/2016,1.0,10248140550.0
27696,10/2016,1.0,10248805602.0
27697,10/2016,1.0,10249470687.0
27698,10/2016,1.0,10250135814.0
27699,10/2016,1.0,10250800992.0
27700,10/2016,1.0,10251466224.0
27701,10/2016,1.0,10252131513.0
27702,10/2016,1.0,10252796858.0
27703,10/2016,1.0,10253462261.0
27704,10/2016,1.0,10254127725.0
27705,10/2016,1.0,10254793251.0
27706,10/2016,1.0,10255458840.0
27707,10/2016,1.0,10256124492.0
27708,10/2016,1.0,10256790210.0
27709,10/2016,1.0,10257455994.0
27710,10/2016,1.0,10258121845.0
27711,10/2016,1.0,10258787758.0
27712,10/2016,1.0,10259453727.0
27713,10/2016,2.0,10260119751.0
27714,10/2016,2.0,10260785828.0
27715,10/2016,2.0,10261451953.0
27716,10/2016,2.0,10262118122.0
27717,10/2016,2.0,10262784341.0
27718,10/2016,2.0,10263450614.0
27719,10/2016,2.0,10264116947.0
27720,10/2016,2.0,10264783340.0
27721,10/2016,2.0,10265449791.0
27722,10/2016,2.0,10266116301.0
27723,10/2016,2.0,10266782872.0
27724,10/2016,2.0,10267449502.0
27725,10/2016,2.0,10268116186.0
27726,10/2016,2.0,10268782922.0
27727,10/2016,2.0,10269449709.0
27728,10/2016,2.0,10270116551.0
27729,10/2016,2.0,10270783447.0
27730,10/2016,3.0,10271450394.0
27731,10/2016,3.0,10272117392.0
27732,10/2016,3.0,10272784441.0
27733,10/2016,3.0,10273451539.0
27734,10/2016,3.0,10274118682.0
27735,10/2016,3.0,10274785867.0
27736,10/2016,3.0,10275453092.0
27737,10/2016,3.0,10276120359.0
27738,10/2016,3.0,10276787662.0
27739,10/2016,1.0,10277455009.0
27740,10/2016,1.0,10278122386.0
27741,10/2016,1.0,10278789796.0
27742,10/2016,1.0,10279457241.0
27743,10/2016,1.0,10280124732.0
27744,10/2016,1.0,10280792272.0
27745,10/2016,1.0,10281459862.0
27746,10/2016,1.0,10282127502.0
27747,10/2016,1.0,10282795197.0
27748,10/2016,1.0,10283462948.0
27749,10/2016,1.0,10284130757.0
27750,10/2016,1.0,10284798624.0
27751,10/2016,1.0,10285466548.0
27752,10/2016,1.0,10286134527.0
27753,10/2016,1.0,10286802558.0
27754,10/2016,1.0,10287470640.0
27755,10/2016,1.0,10288138772.0
27756,10/2016,1.0,10288806954.0
27757,10/2016,1.0,10289475185.0
27758,10/2016,2.0,10290143460.0
27759,10/2016,2.0,10290811776.0
27760,10/2016,2.0,10291480130.0
27761,10/2016,2.0,10292148522.0
27762,10/2016,2.0,10292816959.0
27763,10/2016,2.0,10293485444.0
27764,10/2016,2.0,10294153980.0
27765,10/2016,2.0,10294822567.0
27766,10/2016,2.0,10295491206.0
27767,10/2016,2.0,10296159899.0
27768,10/2016,2.0,10296828647.0
27769,10/2016,2.0,10297497451.0
27770,10/2016,2.0,10298166308.0
27771,10/2016,2.0,10298835216.0
27772,10/2016,2.0,10299504173.0
27773,10/2016,2.0,10300173172.0
27774,10/2016,2.0,10300842214.0
27775,10/2016,3.0,10301511298.0
27776,10/2016,3.0,10302180423.0
27777,10/2016,3.0,10302849587.0
27778,10/2016,3.0,10303518791.0
27779,10/2016,1.0,10304188029.0
27780,11/2016,1.0,10304857271.0
27781,11/2016,1.0,10305526539.0
27782,11/2016,1.0,10306195837.0
27783,11/2016,1.0,10306865168.0
27784,11/2016,1.0,10307534536.0
27785,11/2016,1.0,10308203948.0
27786,11/2016,1.0,10308873407.0
27787,11/2016,1.0,10309542918.0
27788,11/2016,1.0,10310212482.0
27789,11/2016,1.0,10310882101.0
27790,11/2016,1.0,10311551778.0
27791,11/2016,1.0,10312221511.0
27792,11/2016,1.0,10312891299.0
27793,11/2016,1.0,10313561142.0
27794,11/2016,1.0,10314231039.0
27795,11/2016,1.0,10314900991.0
27796,11/2016,1.0,10315570999.0
27797,11/2016,1.0,10316241064.0
27798,11/2016,1.0,10316911184.0
27799,11/2016,1.0,10317581359.0
27800,11/2016,1.0,10318251586.0
27801,11/2016,2.0,10318921861.0
27802,11/2016,2.0,10319592184.0
27803,11/2016,2.0,10320262555.0
27804,11/2016,2.0,10320932947.0
27805,11/2016,2.0,10321603381.0
27806,11/2016,2.0,10322273865.0
27807,11/2016,2.0,10322944398.0
27808,11/2016,2.0,10323614983.0
27809,11/2016,2.0,10324285622.0
27810,11/2016,2.0,10324956319.0
27811,11/2016,2.0,10325627073.0
27812,11/2016,2.0,10326297887.0
27813,11/2016,2.0,10326968758.0
27814,11/2016,2.0,10327639686.0
27815,11/2016,2.0,10328310670.0
27816,11/2016,2.0,10328981709.0
27817,11/2016,2.0,10329652798.0
27818,11/2016,2.0,10330323934.0
27819,11/2016,3.0,10330995115.0
27820,11/2016,3.0,10331666340.0
27821,11/2016,3.0,10332337609.0
27822,11/2016,3.0,10333008921.0
27823,11/2016,3.0,10333680274.0
27824,11/2016,3.0,10334351664.0
27825,11/2016,3.0,10335023091.0
27826,11/2016,3.0,10335694553.0
27827,11/2016,3.0,10336366045.0
27828,11/2016,1.0,10337037584.0
27829,11/2016,1.0,10337709156.0
27830,11/2016,1.0,10338380761.0
27831,11/2016,1.0,10339052405.0
27832,11/2016,1.0,10339724089.0
27833,11/2016,1.0,10340395818.0
27834,11/2016,1.0,10341067595.0
27835,11/2016,1.0,10341739423.0
27836,11/2016,1.0,10342411301.0
27837,11/2016,1.0,10343083230.0
27838,11/2016,1.0,10343755211.0
27839,11/2016,1.0,10344427249.0
27840,11/2016,1.0,10345099345.0
27841,11/2016,1.0,10345771501.0
27842,11/2016,1.0,10346443716.0
27843,11/2016,1.0,10347115992.0
27844,11/2016,1.0,10347788329.0
27845,11/2016,1.0,10348460728.0
27846,11/2016,1.0,10349133187.0
27847,11/2016,1.0,10349805707.0
27848,11/2016,2.0,10350478281.0
27849,11/2016,2.0,10351150905.0
27850,11/2016,2.0,10351823577.0
27851,11/2016,2.0,10352496296.0
27852,11/2016,2.0,10353169063.0
27853,11/2016,2.0,10353841881.0
27854,11/2016,2.0,10354514754.0
27855,11/2016,2.0,10355187686.0
27856,11/2016,2.0,10355860677.0
27857,11/2016,2.0,10356533727.0
27858,11/2016,2.0,10357206832.0
27859,11/2016,2.0,10357879994.0
27860,11/2016,2.0,10358553213.0
27861,11/2016,2.0,10359226491.0
27862,11/2016,2.0,10359899829.0
27863,11/2016,2.0,10360573228.0
27864,11/2016,2.0,10361246686.0
27865,11/2016,3.0,10361920199.0
27866,11/2016,3.0,10362593765.0
27867,11/2016,3.0,10363267384.0
27868,11/2016,3.0,10363941052.0
27869,11/2016,3.0,10364614764.0
27870,11/2016,3.0,10365288519.0
27871,11/2016,3.0,10365962313.0
27872,11/2016,3.0,10366636145.0
27873,11/2016,3.0,10367310011.0
27874,11/2016,3.0,10367983907.0
27875,11/2016,3.0,10368657834.0
27876,11/2016,1.0,10369331794.0
27877,11/2016,1.0,10370005784.0
27878,11/2016,1.0,10370679808.0
27879,11/2016,1.0,10371353869.0
27880,11/2016,1.0,10372027975.0
27881,11/2016,1.0,10372702131.0
27882,11/2016,1.0,10373376343.0
27883,11/2016,1.0,10374050612.0
27884,11/2016,1.0,10374724941.0
27885,11/2016,1.0,10375399332.0
27886,11/2016,1.0,10376073784.0
27887,11/2016,1.0,10376748294.0
27888,11/2016,1.0,10377422865.0
27889,11/2016,1.0,10378097496.0
27890,11/2016,1.0,10378772183.0
27891,11/2016,1.0,10379446927.0
27892,11/2016,1.0,10380121728.0
27893,11/2016,1.0,10380796587.0
27894,11/2016,1.0,10381471504.0
27895,11/2016,1.0,10382146480.0
27896,11/2016,1.0,10382821511.0
27897,11/2016,2.0,10383496594.0
27898,11/2016,2.0,10384171731.0
27899,11/2016,2.0,10384846918.0
27900,11/2016,2.0,10385522152.0
27901,11/2016,2.0,10386197438.0
27902,11/2016,2.0,10386872782.0
27903,11/2016,2.0,10387548185.0
27904,11/2016,2.0,10388223648.0
27905,11/2016,2.0,10388899170.0
27906,11/2016,2.0,10389574749.0
27907,11/2016,2.0,10390250386.0
27908,11/2016,2.0,10390926082.0
27909,11/2016,2.0,10391601837.0
27910,11/2016,2.0,10392277654.0
27911,11/2016,2.0,10392953531.0
27912,11/2016,2.0,10393629469.0
27913,11/2016,2.0,10394305464.0
27914,11/2016,3.0,10394981515.0
27915,11/2016,3.0,10395657617.0
27916,11/2016,3.0,10396333765.0
27917,11/2016,3.0,10397009957.0
27918,11/2016,3.0,10397686189.0
27919,11/2016,3.0,10398362459.0
27920,11/2016,3.0,10399038766.0
27921,11/2016,3.0,10399715106.0
27922,11/2016,3.0,10400391481.0
27923,11/2016,3.0,10401067887.0
27924,11/2016,3.0,10401744320.0
27925,11/2016,1.0,10402420786.0
27926,11/2016,1.0,10403097284.0
27927,11/2016,1.0,10403773821.0
27928,11/2016,1.0,10404450397.0
27929,11/2016,1.0,10405127016.0
27930,11/2016,1.0,10405803683.0
27931,11/2016,1.0,10406480403.0
27932,11/2016,1.0,10407157175.0
27933,11/2016,1.0,10407834006.0
27934,11/2016,1.0,10408510897.0
27935,11/2016,1.0,10409187849.0
27936,11/2016,1.0,10409864864.0
27937,11/2016,1.0,10410541943.0
27938,11/2016,1.0,10411219084.0
27939,11/2016,1.0,10411896286.0
27940,11/2016,1.0,10412573532.0
27941,11/2016,1.0,10413250831.0
27942,11/2016,1.0,10413928182.0
27943,11/2016,2.0,10414605579.0
27944,11/2016,2.0,10415283021.0
27945,11/2016,2.0,10415960509.0
27946,11/2016,2.0,10416638042.0
27947,11/2016,2.0,10417315624.0
27948,11/2016,2.0,10417993256.0
27949,11/2016,2.0,10418670945.0
27950,11/2016,2.0,10419348693.0
27951,11/2016,2.0,10420026495.0
27952,11/2016,2.0,10420704352.0
27953,11/2016,2.0,10421382263.0
27954,11/2016,2.0,10422060231.0
27955,11/2016,2.0,10422738255.0
27956,11/2016,2.0,10423416329.0
27957,11/2016,2.0,10424094453.0
27958,11/2016,2.0,10424772624.0
27959,11/2016,2.0,10425450842.0
27960,11/2016,3.0,10426129109.0
27961,11/2016,3.0,10426807422.0
27962,11/2016,3.0,10427485784.0
27963,11/2016,3.0,10428164194.0
27964,11/2016,3.0,10428842648.0
27965,11/2016,3.0,10429521140.0
27966,11/2016,3.0,10430199671.0
27967,11/2016,3.0,10430878241.0
27968,11/2016,3.0,10431556848.0
27969,11/2016,3.0,10432235492.0
27970,11/2016,3.0,10432914171.0
27971,11/2016,1.0,10433592883.0
27972,11/2016,1.0,10434271626.0
27973,11/2016,1.0,10434950402.0
27974,11/2016,1.0,10435629214.0
27975,11/2016,1.0,10436308063.0
27976,11/2016,1.0,10436986955.0
27977,11/2016,1.0,10437665895.0
27978,11/2016,1.0,10438344889.0
27979,11/2016,1.0,10439023939.0
27980,11/2016,1.0,10439703045.0
27981,11/2016,1.0,10440382207.0
27982,11/2016,1.0,10441061422.0
27983,11/2016,1.0,10441740692.0
27984,11/2016,1.0,10442420019.0
27985,11/2016,1.0,10443099405.0
27986,11/2016,1.0,10443778852.0
27987,11/2016,1.0,10444458361.0
27988,11/2016,1.0,10445137932.0
27989,11/2016,1.0,10445817563.0
27990,11/2016,1.0,10446497255.0
27991,11/2016,1.0,10447177005.0
27992,11/2016,2.0,10447856811.0
27993,11/2016,2.0,10448536672.0
27994,11/2016,2.0,10449216584.0
27995,11/2016,2.0,10449896548.0
27996,11/2016,2.0,10450576569.0
27997,11/2016,2.0,10451256649.0
27998,11/2016,2.0,10451936789.0
27999,11/2016,2.0,10452616987.0
28000,11/2016,2.0,10453297243.0
28001,11/2016,2.0,10453977559.0
28002,11/2016,2.0,10454657934.0
28003,11/2016,2.0,10455338368.0
28004,11/2016,2.0,10456018857.0
28005,11/2016,2.0,10456699400.0
28006,11/2016,2.0,10457379997.0
28007,11/2016,2.0,10458060646.0
28008,11/2016,2.0,10458741348.0
28009,11/2016,3.0,10459422101.0
28010,11/2016,3.0,10460102906.0
28011,11/2016,3.0,10460783763.0
28012,11/2016,3.0,10461464672.0
28013,11/2016,3.0,10462145632.0
28014,11/2016,3.0,10462826641.0
28015,11/2016,3.0,10463507697.0
28016,11/2016,3.0,10464188797.0
28017,11/2016,3.0,10464869937.0
28018,11/2016,3.0,10465551114.0
28019,11/2016,3.0,10466232325.0
28020,11/2016,2.0,10466913556.0
28021,11/2016,2.0,10467594806.0
28022,11/2016,1.0,10468276078.0
28023,11/2016,1.0,10468957376.0
28024,11/2016,1.0,10469638700.0
28025,11/2016,1.0,10470320057.0
28026,11/2016,1.0,10471001449.0
28027,11/2016,1.0,10471682880.0
28028,11/2016,1.0,10472364355.0
28029,11/2016,1.0,10473045881.0
28030,11/2016,1.0,10473727463.0
28031,11/2016,1.0,10474409107.0
28032,11/2016,1.0,10475090815.0
28033,11/2016,1.0,10475772587.0
28034,11/2016,1.0,10476454420.0
28035,11/2016,1.0,10477136314.0
28036,11/2016,1.0,10477818267.0
28037,11/2016,1.0,10478500277.0
28038,11/2016,1.0,10479182342.0
28039,11/2016,1.0,10479864461.0
28040,11/2016,1.0,10480546636.0
28041,11/2016,1.0,10481228866.0
28042,11/2016,1.0,10481911148.0
28043,11/2016,1.0,10482593482.0
28044,11/2016,2.0,10483275864.0
28045,11/2016,2.0,10483958292.0
28046,11/2016,2.0,10484640733.0
28047,11/2016,2.0,10485323216.0
28048,11/2016,2.0,10486005750.0
28049,11/2016,2.0,10486688336.0
28050,11/2016,2.0,10487370976.0
28051,11/2016,2.0,10488053669.0
28052,11/2016,2.0,10488736416.0
28053,11/2016,2.0,10489419218.0
28054,11/2016,2.0,10490102076.0
28055,11/2016,2.0,10490784993.0
28056,11/2016,2.0,10491467972.0
28057,11/2016,2.0,10492151014.0
28058,11/2016,2.0,10492834117.0
28059,11/2016,2.0,10493517280.0
28060,11/2016,2.0,10494200501.0
28061,11/2016,3.0,10494883776.0
28062,11/2016,3.0,10495567100.0
28063,11/2016,3.0,10496250442.0
28064,11/2016,3.0,10496933829.0
28065,11/2016,3.0,10497617263.0
28066,11/2016,3.0,10498300739.0
28067,11/2016,3.0,10498984253.0
28068,11/2016,3.0,10499667808.0
28069,11/2016,3.0,10500351402.0
28070,11/2016,2.0,10501035031.0
28071,11/2016,2.0,10501718679.0
28072,11/2016,1.0,10502402354.0
28073,11/2016,1.0,10503086057.0
28074,11/2016,1.0,10503769789.0
28075,11/2016,1.0,10504453560.0
28076,11/2016,1.0,10505137371.0
28077,11/2016,1.0,10505821226.0
28078,11/2016,1.0,10506505127.0
28079,11/2016,1.0,10507189075.0
28080,11/2016,1.0,10507873072.0
28081,11/2016,1.0,10508557120.0
28082,11/2016,1.0,10509241222.0
28083,11/2016,1.0,10509925382.0
28084,11/2016,1.0,10510609604.0
28085,11/2016,1.0,10511293890.0
28086,11/2016,1.0,10511978238.0
28087,11/2016,1.0,10512662649.0
28088,11/2016,1.0,10513347123.0
28089,11/2016,1.0,10514031657.0
28090,11/2016,1.0,10514716253.0
28091,11/2016,1.0,10515400911.0
28092,11/2016,1.0,10516085628.0
28093,11/2016,2.0,10516770404.0
28094,11/2016,2.0,10517455232.0
28095,11/2016,2.0,10518140111.0
28096,11/2016,2.0,10518825043.0
28097,11/2016,2.0,10519510027.0
28098,11/2016,2.0,10520195063.0
28099,11/2016,2.0,10520880155.0
28100,11/2016,2.0,10521565309.0
28101,11/2016,2.0,10522250527.0
28102,11/2016,2.0,10522935806.0
28103,11/2016,2.0,10523621144.0
28104,11/2016,2.0,10524306541.0
28105,11/2016,2.0,10524991995.0
28106,11/2016,2.0,10525677504.0
28107,11/2016,2.0,10526363069.0
28108,11/2016,2.0,10527048688.0
28109,11/2016,2.0,10527734359.0
28110,11/2016,3.0,10528420083.0
28111,11/2016,3.0,10529105855.0
28112,11/2016,3.0,10529791674.0
28113,11/2016,3.0,10530477540.0
28114,11/2016,3.0,10531163453.0
28115,11/2016,3.0,10531849409.0
28116,11/2016,3.0,10532535402.0
28117,11/2016,3.0,10533221432.0
28118,11/2016,3.0,10533907497.0
28119,11/2016,3.0,10534593597.0
28120,11/2016,3.0,10535279718.0
28121,11/2016,2.0,10535965845.0
28122,11/2016,1.0,10536651994.0
28123,11/2016,1.0,10537338171.0
28124,11/2016,1.0,10538024377.0
28125,11/2016,1.0,10538710616.0
28126,11/2016,1.0,10539396891.0
28127,11/2016,1.0,10540083206.0
28128,11/2016,1.0,10540769565.0
28129,11/2016,1.0,10541455969.0
